common_name,description,folklore,link,medicinal_uses,origins,properties,tags
"How to Use: 
	Passion Flower ","Herbalists have a high regard for the soothing properties of passionflower and recommend it as a general nerve tonic to treat , The Commission E approved its use for , Passionflower is used to gently relax the mind/body to prepare for a more restful nights , Other uses include , including post herpes nerve pain and shingles. Together in an extract, the alkaloids and flavonoids of passionflower are stronger sedatives and relaxants that one isolated chemical, reminding us of the wisdom of using the whole herb, instead of isolated extracts. Passionflower is often used in conjunction with other mildly sedative herbs like , and ,.","
	
	
	Passion flower leaves were used in Native American medicine to heal bruises and cuts. Its traditional uses  by the Cherokees of the southern Allegheny mountains, the Houmas of Louisiana, and the Aztecs of Mexico, are well documented and predate its entry into conventional American and European medicine.   It was official in the fourth (1916) and fifth (1926) United States National Formulary and removed in 1936. It was also an approved OTC sedative and sleep aid up until 1978 (Bown, 1995; Leung and Foster, 1996; NF, 1926)",<200 https://www.anniesremedy.com/passiflora-incarnata-passion-flower.php>,"* Addiction,* Alcoholism,* Anxiety,* Candida/yeast,* Herbal Teas,* Hypertension,* Nerve/Back Pain,* Nerve/Back Pain,* Sleep/Insomnia,* Stop Smoking",North America,"* Analgesic,* Antidepressant,* Anxiety,* Balance,* Calm,* Purgative,* Sedative","* Addiction,* Alcoholism,* Anxiety,* Candida/yeast,* Herbal Teas,* Hypertension,* Nerve/Back Pain,* Nerve/Back Pain,* Sleep/Insomnia,* Stop Smoking,nervous stress.,anxiety.,sleep.,neuralgia"
"How to Use: 
	 ","Regional Traditions :, * 
,
 
		
	,
	
	, European var	
	 
	 											","
	
	
	 ",<200 https://www.anniesremedy.com/pulsatilla-nuttalliana-pasque-flower.php>,,North America,"* Antibacterial,* Antispasmodic,* Nervine",
"How to Use: 
	Parsley "," Parsley is so familiar we often pass it over for
  more exotic plant remedies, yet this attractive staple of the herb garden is
  a versatile, and an absolutely must have in any well stocked
  kitchen.  Parsley adds color and aids , of the foods
  we eat and acts  to prevent gas and bloating. ,Parsley leaves and root are high in iron content and rich in vitamins
  A, B, C and trace minerals. Its high concentration of boron and fluoride might help against bone thinning and osteoporosis. ,Both parsley leaf and root can be used in teas as a diuretic to rid the body
  of excess water.  This may explain its folklore reputation for helping  ,
  and , ","
	
	
	The variety crispum was grown in very early days, even mentioned by Pliny. The dried leaves are also used for that purpose. Parsley tea proved useful in the trenches (WWI), where our men got kidney complications, when suffering from dysentery.  ",<200 https://www.anniesremedy.com/petroselinum-crispum-parsley.php>,"* Culinary/Kitchen,* Digestion,* Gout,* Halitosis,* Kidney,* Longevity Tonics,* Nutrition","European,69","* Antibacterial,* Antirheumatic,* Aromatic,* Carminative,* Diuretic,* Emmenagogue,* Vasodilator","* Culinary/Kitchen,* Digestion,* Gout,* Halitosis,* Kidney,* Longevity Tonics,* Nutrition, medicinal food,digestion,gout,rheumatism."
"How to Use: 
	Papaya ","Papaya fruit offers not only the luscious taste but is a rich source of antioxidant nutrients such as carotenes, vitamin C and flavonoids; the B vitamins, folate and pantothenic acid; and the minerals, potassium and magnesium; and fiber. Together, these nutrients promote the health of the cardiovascular system and also provide protection against colon cancer. 
  The fruit is valued for its proteolytic enzymes including papain, which is used like bromelain, a similar enzyme found in pineapple, to treat sports injuries, other causes of trauma, and allergies. The milk like juice from unripe fruit called latex, contains the most concentration of papain, enough some people say to remove freckles.,Papaya leaf is used in herbal medicine to remove intestinal worms. Papaya leaf has less of the protein-dissolving papain than the fruit, so it is less likely to ""dissolve"" the worms, but it contains tannins that the fruit does not. These tannins protect the intestine from reinfection by ""tanning"" proteins in the lining of the intestinal wall so that worms cannot attach themselves. ","
	
	
	 ",<200 https://www.anniesremedy.com/carica-papaya.php>,"* Athletes Foot/Ringworm,* Circulation,* IBS,* Parasites/worms,* South_American",Central and South America,"* Antioxidant,* Antiparasite,* Breath,* Digestive,* Diuretic,* Vermifuge","* Athletes Foot/Ringworm,* Circulation,* IBS,* Parasites/worms,* South_American"
"How to Use: 
	Palmarosa ",,"
	
	
	Palmarosa also called Rosha Grass and Indian Geranium (Cymbopogon martinii) is another species used in the perfume industry. It is a perennial clumping grass which grows to 150 cm with finer leaves and has a smaller bulbous base than lemongrass. The leaves and flower tops contain a sweet smelling oil which is used for the production of geraniol. It is also distilled into palmarosa oil and used in aromatherapy for its calming effect to help relieve nervous tension and stress.

",<200 https://www.anniesremedy.com/cymbopogon-matrini-palmarosa-oil.php>,* Facial Care,,,* Facial Care
"How to Use: 
	Oregon Grape ","Oregon grape is not botanically related to the endangered ,, but for many uses Oregon grape serves as an excellent alternative; they both contain the immune-stimulating, infection-fighting, antiseptic constituent berberine. Herbs that contain berberine are scientifically proven to protect against bacteria, viruses, and fungi., Herbalists use Oregon grape root in the treatment of bacterial ,, intestinal  ,, and ,.  , It has a sedative effect on the smooth muscles lining the digestive tract and can relieve stomach cramps and abdominal pain. ,Orgegon grape can be used in skin washes to deter the over production of skin cells that occurs in placque ,. One of the advantages to using preparations of the whole herb, as opposed to using products that only contain berberine extracts is that Oregon grape root contains tannins that ease inflammation, irritation, and itching of the skin.","
	
	
	 ",<200 https://www.anniesremedy.com/mahonia-aquifolium-oregon-grape-root.php>,"* Detoxification,* Diarrhea,* Parasites/worms,* Psoriasis,* Sinus,* Sore Throat","
,
, 
 ,North America","* Anti-inflammatory,* Antibacterial,* Antioxidant,* Cholagogue,* Hepatic,* Laxative","* Detoxification,* Diarrhea,* Parasites/worms,* Psoriasis,* Sinus,* Sore Throat,diarrhea,parasites,eye infections,psoriasis"
"How to Use: 
	Oregano ","When Americans think of oregano, we think first
    and foremost of pizza sauce. Many would be surprised to learn that oregano
    is ranked first among the culinary herbs in ,. Many of the
    medicinal properties of oregano can be attributed to the anti-inflammatory,
    antibacterial and antioxidant
compounds it contains, including carvacrol, thymol and rosmarinic acid. These
    compounds have shown strong indications both in practice and in clinical
    studies that they offer protection against ,, , and stroke.
	, There
    is evidence to suggest that this may be due in part to the inhibition of
    COX-2 inflammation. , ,Oregano, along with other , may offer a way to help manage ,. These herbs contain several flavonoids that inhibit DPP-IV and should be investigated further regarding their potential in diabetes management. ","
	
	
	The name Origanum is derived from two Greek words, oros (mountain) and ganos (joy), in allusion to the gay appearance these plants give to the hillsides on which they grow.
Marjoram has a very ancient medical reputation. The Greeks used it extensively, both externally and for fomentations. It was a remedy for narcotic poisons, convulsions and dropsy (edema).

 ",<200 https://www.anniesremedy.com/origanum-vulgare-oregano.php>,"* Culinary/Kitchen,* Cuts & Wounds,* Diabetes,* Facial Care,* Headache/Migraine,* Lupus",European,"* Anodyne,* Antibacterial,* Antioxidant,* Antispasmodic,* AntiViral,* Aromatic,* Carminative,* COX-2 Inhibitor,* Diaphoretic,* EFA,* Emmenagogue,* Nervine,* Rubefacient,* Stimulant","* Culinary/Kitchen,* Cuts & Wounds,* Diabetes,* Facial Care,* Headache/Migraine,* Lupus,cancers,heart disease,culinary herbs ,diabetes"
"How to Use: 
	Oolong Tea ","
Oolong tea is unique because of its partial fermentation which produces a diverse arrangement of both off-green and black leaves. This tea is beautiful, tasty, full bodied, healthy and with a mildly smooth aftertaste.  The tea has become more popular in the West, marketed mainly as a , aid, but just like , and all the different varieties of ,, oolong tea is rich in antioxidants that can help prevent , and , and contribute to well-being. The health benefits add an extra layer of goodness to the simple enjoyment of the unique full bodied taste of oolong teas. ,So what is the current craze with Wu Long slimming tea about? Claims like ""World's Most Powerful Fat Burner - Melt Away Your Fat, Skyrocket Your Energy, and Cut The Effects Of Carbs!"", are speeding around the internet at the speed of light. It is true that Oolong/Wu Long tea  not only , and suppresses sugar cravings, but it may also burn fat, making this tea a good addition to any healthy diet plan. However claims that you need to purchase special brands of Wu long tea to get these benefits should be met with a healthy dose of skepticism. The main difference that I can see between Wu long and Oolong tea is the exorbitant price you pay for teas branded as Wu long.","
	
	
	 ",<200 https://www.anniesremedy.com/camellia-sinensis-oolong-tea.php>,"* Chinese,* Chinese,* Culinary/Kitchen,* Diet/weight Loss",Traditional Chinese Medicine,"* Antioxidant,* Appetite Depressant,* Astringent,* Diuretic,* Stimulant","* Chinese,* Chinese,* Culinary/Kitchen,* Diet/weight Loss,diet,cancer,heart disease"
"How to Use: 
	Olive ","
 Olive oil is very stable in comparison with many other nut and vegetable oils
 and is often used to make medicinal , and salves that need to be stored for long periods.  ,, ,,, are  along the many medicinal herbs that are infused in olive oil. 
   
  Olive is more than just a stable base for making herbal oil infusions, it has
 analgesic and antibacterial properties as well. Olive oil lends itself well to many skin care applications.  ,
 The  ,healthy benefits of monounsaturated oils like olive are the abundantly clear choice for healthy eating.
Scientific evidence suggests that eating about 2 tablespoons (23 grams) of olive oil daily may reduce the risk of coronary heart disease according to the FDA, in one of there rare edorsments of health claims for food.
, Olive oil consumption may dramatically reduce stroke risk for older adults, according to a recent population-based study in France.,The Mediterranean diet consists of a high intake of plant-based foods and fish while restricting  dairy products and meat. Olive  oil is the main culinary fat used while saturated fats are kept to a bare minimum. Regular but moderate intake of red wine 
, with meals is also encouraged in this diet regime.    A recently published  trial evaluated the effect of MedDiets versus a low-fat diet on cognitive function and mild cognitive impairment (MCI) or dementia. The results suggest that the antioxidant, anti-inflammatory, and cerebrovascular protective effects of the Mediterranean diet may have a beneficial impact on , ,Healthy culinary herbs add tasty benefits when infused in olive oil.,, ,, , and , and many others make delicous ,.","
	
	
	The high position held by the Olive tree in ancient as in modern days may be realized when it is remembered that Moses exempted from military service men who would work at its cultivation. ",<200 https://www.anniesremedy.com/olea-europea-olive-oil.php>,"* Beauty,* Cancer Prevention,* Cardiovascular,* Culinary/Kitchen,* Pain Relief,* Skin Care",,"* Antifungal,* Antiscrofulous,* Astringent,* Cholagogue","* Beauty,* Cancer Prevention,* Cardiovascular,* Culinary/Kitchen,* Pain Relief,* Skin Care,heart ,cognition and memory."
"How to Use: 
	Oats ","
The humble oat epitomizes the concept of food as your best medicine.  Oatmeal is very inexpensive, easy to prepare, and has equally important nutritional and health benefits.,Whole oats contain  beta-glucans which help to , levels naturally.  , The
  complex carbohydrates give your body a long lasting energy boost, and stimulate  the immune system. Oats also contain a daily dose of B vitamins to fight ,. The old saying ""Sowing your wild oats"", refers to the long held view that oats help support a healthy ,. The presence of steroidal saponins, and beta sitosterol in raw oats could indeed have an effect on balancing hormonal levels, which is a rather fun reason to encourage your loved one to eat this rather unexciting, but extremely healthy food. ,The dried milky tops, called oatstraw,  make a soothing herbal tea used as a nervous system tonic. For cases of mild to moderate , combine oatstraw with , or , in tea and tincture formulas. Oatstraw is often used for children and those  who are debilitated from exhaustion or mild depression. ,Oatmeal extract, the liquid left from cooking whole oats, is one of the most soothing and effective treatments for , and ,, and can help heal damage from more serious skin conditions such as serious , and ,. , A simple poultice made from a muslin bag filled with, is one the  most healing things you can use for damaged ,. There are many perfectly fine, natural skin products that contain oatmeal extracts but in this case homemade is fresher, works better and costs much less.
","
	
	
	 ",<200 https://www.anniesremedy.com/avena-sativa-oats.php>,"* Anxiety,* Cholesterol,* Culinary/Kitchen,* Eczema,* Fatigue,* Herbal Teas,* Libido,* Pet,* Psoriasis,* Skin Care,* Stop Smoking,* Stress,* Sunburns",Middle East,"* Adaptogens,* Anti-inflammatory,* Calm,* Depurative,* Emollient,* Nervine,* Tonic","* Anxiety,* Cholesterol,* Culinary/Kitchen,* Eczema,* Fatigue,* Herbal Teas,* Libido,* Pet,* Psoriasis,* Skin Care,* Stop Smoking,* Stress,* Sunburns,lower cholesterol,stress,libido,anxiety,dry skin,sunburns,eczema,psoriasis,skin"
