common_name,description,folklore,link,medicinal_uses,origins,properties,tags
hops ," aged hops are sedatives, fresh hops provide , that ,; these bitters are also found in the aged herb. in folk medicine, hops teas are also used to relieve the pain of bladder infections and give prompt ease to an irritable bladder.  hops are a traditional cure for , - a number of phytochemicals in hops are tonic, nervine and possess sedative and muscle-relaxing qualities. hops contain compounds that depress the central nervous system supporting its main use as a sedative. hops can be combined with other herbs in , formulas that can be beneficial for sleeplessness and nervousness.","the ripened cones of the female hop plant are the ones used in brewing, and appeared used as such in the breweries of the netherlands at the beginning of the fourteenth century.  the hop was first mentioned by pliny who speaks of it as a garden plant among the romans, who ate the young shoots in spring. ",humulus lupulus hops," Anxiety, Bruises/sprains, Culinary/Kitchen, Dental/Oral Care, Ear, Female Hormones, Nerve/Back Pain, Sleep/Insomnia",European," Analgesic, Anodyne, Anxiety, Bitter, Calm, COX-2 Inhibitor, Diuretic, Galactagogue, Nervine, Sedative"," anxiety, bruises/sprains, culinary/kitchen, dental/oral care, ear, female hormones, nerve/back pain, sleep/insomnia,stimulate digestion,insomnia,anti-anxiety"
hoodia ," :, * , "," for centuries, the san bushmen have used hoodia to naturally and safely stave off hunger and provide energy during hunting trips or long trips across the desert.  ",hoodia gordonii," African, Diet/weight Loss",",,  ,African", Appetite Depressant," african, diet/weight loss,herbs for weight control"
honeysuckle ,"this sweet smelling shrub fills the summer air with it's sweet scent, however  this pretty climbing vine is more than just a pretty face, it may just be the  cure for the ,.   the chinese name the honeysuckle flower , or ,, and the stem ,  or ,. it is   considered one of the 50 fundamental herbs in chinese herbology, a far cry   from the western way classification as an ornamental vine for the backyard   fence. they use the flowers to reduce inflammation, fever and heat cases of   acute respiratory infection and common colds, inflammations of the skin, gastrointestinal   tract, and rheumatism and ,.  in tcm, honeysuckle is used in combination with , flowers   to lower  ,.  in combination with ,, honeysuckle makes an effective remedy against the common cold",the flowers have been highly valued for medicinal purposes  by many cultures worldwide and their use was recommended by dioscorides and gerard. ,lonicera periclymenum honeysuckle," Chinese, Cuts & Wounds",Traditional Chinese Medicine," Astringent, Depurative, Diuretic, Expectorant"," chinese, cuts & wounds,common cold,rheumatoid
   arthritis,high blood
   pressure"
honeybush ,"honeybush is a healthy, caffeine-free red tea containing vitamin c, potassium, calcium and magnesium.  while there has been little study done to assess the health benefits of honeybush, however it does contain bioactive compounds called  polyphenols that are known to have antioxidant, antiatherosclerotic, anti-inflammatory, antimutagenic, antitumor, and antiviral activities. drinking honeybush tea may slow your body's fat storage and even help to burn existing fat stores. , ,folklore, observation and common sense all agree that a diet that includes healthy, plant based beverages is a good bet for better health. as there are no adverse effects from drinking these red african teas, both rooibos and honeybush, there seems to be no downside to adding them to your daily routine. the naturally sweet taste makes honeybush tea a family favorite., ", ,cyclopia honeybush," African, Herbal Teas, Nutrition",",,  ,African"," Antioxidant, Immunostimulant"," african, herbal teas, nutrition"
hibiscus ,"gardeners have always valued the hibiscus is for it's beautiful flowers, but the plant has a very practical side as well. traditional cultures world wide, from china to the americas use hibiscus for medicinal teas and natural red dye. in jamaica it is known as ,, in mexico ,. the calyx of the hibiscus flowers is used to make a wine  red tea that is naturally high in vitamin c, a natural antioxidant, and gentle  , and laxative.,there are two good reasons to add , to your daily routine beyond the great taste, regular consumption of hibiscus can , and help you ,.  drinking hibiscus tea lowered blood pressure in a group of pre-hypertensive and mildly hypertensive adults, according to a study by the usda.,  hibiscus is a natural source of hydroxycitric  acid (hca, or hydroxycut), the same chemical used in many diet formulas. it also contains other obesity fighting chemicals such as chromium and ascorbic acid. ", ,hibiscus sabdariffa," Diet/weight Loss, Herbal Teas, Hypertension, Longevity Tonics, Nutrition",," Antibacterial, Appetite Depressant, Astringent, Cholagogue, Digestive, Diuretic, Emmenagogue, Refrigerant"," diet/weight loss, herbal teas, hypertension, longevity tonics, nutrition,lower blood pressure,shed a few pounds"
hepatica liver-leaf ," :, * , ", ,hepatica nobilis liver leaf,,North America,,
henna ,"henna,,,is a natural ,colorant that produces a red-orange dye molecule, lawsone. henna contains hennotannic  acid which, when mixed with hot water, will coat the hair. it seals in oils and tightens the hair cuticle giving your hair a rich, healthy shine. henna has no lightening action, so the shade that you choose will depend on your hair color (natural or tinted) and it must be noted that henna will not work as a colorant if your hair has more than 10% gray. its effects will last up to 3 months. ","bridal couples in india decorate their hands and feet with intricate henna body art, referred to as mehandi patterns. ",lawsonia inermis henna," Ayurvedic, Hair","Ayurvedic,Middle East",," ayurvedic, hair,hair "
henbane ," :, * , ", ,hyoscyamus niger henbane,,European," Anodyne, Poison, Psychedelic",
hemp ,, ,cannabi sativa hemp oil," Constipation, Massage Oils",Middle East," Analgesic, Antispasmodic, Aphrodisiac, Calm, Communication, EFA, Emmenagogue, Meditation, Nervine, Psychedelic, Sedative"," constipation, massage oils,nutritious food,skin,clarity in our thought,relieves nausea induced by chemotherapy"
hazelnut ,, ,corylus avellana hazelnut oil," Massage Oils, Skin Care",," Astringent, Emollient"," massage oils, skin care, oily skin"
hawthorn ,"hawthorn berries have been used as a heart tonics for thousands of years, the hawthorn tree was considered to be sacred in medieval times, most likely stemming from a tradition that it furnished the crown of thorns.  a great deal of scientific study has validated hawthorn's ,, and the german commisson e has approved hawthorn for use in cardiac insufficiency.   this traditional european herb dilates coronary arteries, improves oxygenation and energy metabolism in the heart, and decreases lactic acid, the waste product of exertion that causes heart muscle pain. hawthorn improves the heart muscle's metabolism, improving pumping capacity and making the heart's job easier by , hawthorn berries are used in , , to promote longevity and strengthen the heart., in addition to being one of the most effective and safe heart tonics, hawthorn is also valuable in , and as a digestive aid. both flowers and fruit and berries are astringent and useful in decoction to ","many country villagers believed that hawthorn flowers still bear the smell of the plague of london-the flowers are mostly fertilized by carrion insects, attracted by the suggestion of decay in the perfume. ",crataegus monogyna hawthorn berry," Cardiovascular, Hypertension, Longevity Tonics","European,North America"," Breath, Cordial, Hypotensive"," cardiovascular, hypertension, longevity tonics,benefits to the cardiovascular system,relaxing the blood vessels.,insomnia,cure sore throats."
gurmar ,"gurmar (,) has a long history of use in ayurvedic medicine for the treatment of diabetes, upper respiratory infections, and fevers. the main point of interest  in the west is gurmar leaf's effects on insulin levels and blood sugar given  the rising epidemic of adult onset ,. gurmar acts to normalize  blood sugar levels only lowering glucose in those who are hyperglycemic. this  herb also has a positive effect on triglycerides and , as  well.  gurmar is of interest to , as well. taken over a long period of  time it has been shown to reduce the sugar cravings that can hijack your sensible  eating plans. ","its common name is ""sugar destroyer"", because chewing the leaves destroys the ability to discriminate the sweetness of foods ",gymnema sylvestre gurmar," Ayurvedic, Diabetes, Diet/weight Loss",",,  ,Ayurvedic"," Appetite Depressant, Astringent, Refrigerant"," ayurvedic, diabetes, diet/weight loss,type 2 diabetes,cholesterol levels,dieters"
myrrh ," many ancient texts extol the healing properties of myrrh as a cleansing, purifying agent and it continues to be a proven and popular remedy today. in the early 20th century myrrh was still being usedin hospitals to treat bed sores. , myrrh's antifungal, antisepticand astringent actions makes it a specific in the treatment of infections in themouth such as mouth ulcers,,. , used asa gargle it can help with , and respiratory complaints; it is both expectorantand a stimulant of circulation and finds many uses in the treatment of the common,. externally it is healing and antiseptic for   , and canbe applied diluted with a carrier oil or used sparingly as a tincture. myrrhis a useful agent for treating ,, (,) and  , infections.",  ,commiphora myrrha," African, Aromatherapy, Athletes Foot/Ringworm, Ayurvedic, Candida/yeast, Christmas, Colds, Cuts & Wounds, Dental/Oral Care, Sore Throat","African,Ayurvedic,Middle East"," Aromatic, Astringent, Emmenagogue, Expectorant, Meditation, Mood, Sedative, Stomachic, Uterine Tonic, Vulnerary"," african, aromatherapy, athletes foot/ringworm, ayurvedic, candida/yeast, christmas, colds, cuts & wounds, dental/oral care, sore throat, gingivitis, and phyorrhoea,laryngitis,cold,wounds and abrasions,thrush,athlete's
foot fungal"
guarana ,"guarana is made from the seeds of the brazil native , plant. guaranais used traditionally to enhance energy levels. you will see this herb in many, listed as a thermogenic stimulator. guarana seeds containguaranine, which acts in a similar fashion to caffeine, and may be considered for all extents and purposes to be caffeine. guarana can be used tohelp depress appetite for dieters, and can be very effective if you are proneto nervous ,. use this stimulating herb with common sense, i find a littlegoes a long way. guarana is used in traditional medicine by the indigenous peoplesof the amazon region according to ms. grieve.", ,paullinia cupana guarana," Cellulite, Diet/weight Loss, South_American",Central and South America," Appetite Depressant, Astringent, Nervine, Stimulant"," cellulite, diet/weight loss, south_american,weight loss formulas,headaches"
